doc_id	text_data	class_type
IL5_NW_020062_20160317_G0040EZ1D	?? ???? ???  ?? ???? ???  160316 ? ????’? ??? ??? ???? ?? ????? ???? ????? ????? ???? ???????? ? ???? ??? ??? ???? ?? ? ???? ?? ?? ??? 12  ???? 2016 ???? ?? ????? ?????? ?? ??? ????? ????? ????? ?? ???? ???  160316 ? ????’? ??? ??? ???? ?? ????? ???? ????? ????? ???? ???????? ? ???? ??? ??? ???? ?? ? ???? ?? ?? ??? 12  ???? 2016 ???? ?? ????? ?????? ?? ??? ????? ????? ????? ?? ????? ????? ??? ??? ??? ?? ??????? ???? ?????? ???? ? ??? ??? ???? ? ??? ???? ??? ?? ??? ????? ???? ???’?? ???? ????? ??? ?? ? ??? ???? ??? ?? ??? ?? ?? ??? ?? ??? ?????? ?????? ?????? ? ????? ????? ????? ???? ?????? ????? ???? ????? ? ???? ????? ??????? ??????? ??? ???? ?????? ?? ??? ? ? ??? ????? ??? ???? ??? ?? ?? ?? ????? ??? ???? ????? ?? ?? ? ?????? ???? ???? ????? ???? ? ?? ???? ??? ???? ?? ??? ???? ? ? ? ???’?? ??? ?? ?? ??? ??? ????? ???? ???? ? “ ?????? ??????? ????  ?? ???? ????? ?? ???? ??? ????? ??? ????? ?? ??? ?? ?????? ????? ??? ??? ? ???? ??? ????? ?? ???? ??? ???????? ????? ??? ?? ???? ?????? ” ??? ?? ? ???? ??? ?????? ?? “ ?????? ” ??? ??? ???? ??? ???????? ? ????? ?? ??? ? ???? ?????? ? ??? ????? ???? ???? ????’?? ?????? ?????? ??? ??? ????? ? ??? ?? ? ???? ?? ??????? ????? ?? ??? ????’?? ??? ?????? ????? ???? ??? ???? ??? ?????? ?? ’ ?? ???? ???? ??? ????? ? ????? ??? ? ??? ?? ???? ?? ??? ??? ????? ??? ? ????? ????? ???? ??? ?????? ??? ??? ??? ???? ??? ???? ?? ???? ????? ????’? ???? ?????? ? ????? ?? ???’? ??? ?????? ??????? ?? ??? ??? ???? ??? ???? ??? ??? ???? ?? ????? ???? ????? ??? ????? ???’?? ? ?? ?’? “ ??? ” ???? ??? ?????? ?? ???? ???? ???? ??? ?? ???? ?????? ???? ?? ???? ?? ? ?????? ??? ??? ??? ??? ??? ????? ?????? ???? ???? ???? ??? ? ??? ???? ?? ??? ??? ???? ? ????? ?? ????? ???? ????? ?? ??? ??? ??? ???? ???? ??? ?? ??????? ??? ?? ?? ?? ? ?????? ???? ???? ????  ???? ??? ???? ??? ??????? ?????? ????? ?? ?????? ????? ???? ??? ??? ??????? ????? ??? ???? ????? ? ??? ?? ????? ???? ????? ????? ? ??? ???? ??? ??? ? ??’?? ??? ????? ????? ??? ???? ???? ???? ???? ????? ?? ?? ???? ? ??? ??? ?? ??? ????? ??? ???? ??????? ???? ??? ?? ?? ????? ?? “ ??? ???? “  concentration camp  ???? ????? ????? ??? ? ?? ?? ????? ???? ??? ?????? ?? ?? ?? ?? ?? ????? ??? ???????? ???????? ?? ?????? ???? ???? ?? ? ??? ???? ??????’?? ? ?? ???? ? ?? ?? ?? “ ????? ” ?? ???? ???? ????? ???? ???? ????? ?????? ??? ? ??? ??? ??? ??? ????? ????? ?? ??? ????? ???? ??? ???? ?????? ???? ?? ?? ??? ??’?? ?? ???? ???? ????? ???? ?????? ?? ??? ?????? ???? ?????? ??? ? “ ??????  ???????  ???? ????? ?? ???? ???? ???? “ ??? ” ???? ???? ??? ?? ???? ??? ?? ??? ???? ??? ??? ???? ” ???’? ???????? ?? ?? ???? ??????? ???? ??? ??????’?  ???? ?? ????? ?????? ? ??? ???? ??? ?? ????? ????? ???? ???  ????  ????? ???? ? ???? ????? ?? ? ???? ?? ?????? ??? ??? ???? ?????? ??? ?????? ??? ? ??? ???? ? ?? ?? ???? ???? ??? ?????? ???? ???? ??? ? ?????? ??? ???’?? ???? ???? ??? ???? ? ??? ?? ???? ????’? ????? ????? ??? ???? ?? ???? ???? ????? ???? ???? ???? ? ?? ?????? ??? ???? ??? ????? ???? ????? ? ??? ?? ?? ?? ????? ???? ??? ? ???? ?? ??????? ????? ? ?? ??’?? ????? ???????? ? ??? ?????? ?? ??? ???? ????? ????? ?????? ???? ?????? ? ???? ??? ?? ????? ?????? ? ? “ ?????? ” ???? ??????? ??? ?? ??????? ?????????? ??????? ?????? ???? ? ???? ? ??? ?? ??? ??????? ??? ?? ????? ????? ???? ???’?? ????? ? ????’? ?????? ???? ??? ????? ?????????? ?????? ????? ????? ??? ??? ???? ???? ????’? ???????? ?? ??? ?? ???????? ????? ???? ?? ??? ?? ???? ??? ???’?? ????? ???? ?? ??? ???? ? ?? ???? ?????? ??? ????? ????? ?? ???? ??? ?????? ?? ??? ???????? ?? ?? ? ??? ? ????? ?? ????? ????’??? ?? ???? ?????? ???? ????? ?? ????????? ? ????? ????? ??? ?’? “ ??? ???? ?????? ???? ??? ?????’??? ??? ?? ??? ??? ????? ” ??? ??? ???? ? ? ?? ?? ??? ???? ?????? ???? ????? ???????  ??? ??? ????? ???? ??? ?????? ???? ? ?? ???? ?? ??? ???? ?????? ??? ???? ???? ????? ???? ??? ??? ? ?????  ???? ????? ???? ?? ????’? ?????? ??? ???? ???? ???  ????  ?? ???? ? ??? ??? ?? ??? ?????? ??? ????? ??? ????? ??? ??? ???? ??? ???? ????? ? ?? ???? ???? ???? ???? ????? ????? ?????? ????? ?? ????? ?????’? ????? ???? ? ?? ????? ??????? ?? ?? ????? ???? ? ?? ???? ???? ??? ?????? ?? ??? ????? ??? ?? ??????’?? ??????? ? ??? ????? ??? ???? ????? ?? ???? ?? ???? ????? ???? ???? ? ????? ?????’?’? ???  ?? ???? ??? ???? ???????? ?? ?? ?? ??? ???? ???? ??????? ???? ?? ??? ????’? ???? ????????’?? ????? ???? ???? ? “ ??? ” ?? ???? ?? ????  ?? ?????? ???? ?? ? “ ??’? ??? ?? ??? ????? ????? ?? ???? ?????? ????? ?? ???? ? ??? ????? ??? ?? ???? ????? ????? ??? ” ??? ?? ? ??? ??? “ ??? ???? ???? ???? ’ ???? ???????? ???? ?????? ???? ???? ?????’? ??? “ ??? ???? ” ??? ???? ???? ????? ? ??? ????? ??? ??????? ?? ??? ????  ????? ?? ?????? ?? ???? ??? ???? ???? ??? ?? ?? ??? ???? ????? ?????? ??? ?? ???? ???? ???? ????? ? ??? ?? ????? ?? ???? ? ??? ??? ??? ????? ????? ????? ???? ??? ? ???? ???? ?? ??? ????? ????  ???? ??? ??? ???? ??? ???? ?????? ???? ? ?? ??? ??? ?? ??????? ??? ??????? ??? ? ??? ????’? ?? ?? ??? ??? ???? ??? ??????? ????? ? ??? ?? ??? ??? ???? ????? ?? ? ??? ????? ???? ????? ??????? ??? ?????? ?? ?? ?????? ????? ???’?? ??? ?? ??? ? ???? ?????  ??? ???? ????? ?? ??  ?? ??? ?? ????? ?? ???? ?? ??? ????’? ????? ?? ????? ???? ?? ? ?? ???? ????? ???????? ???? ???? ????? ??????? ??? ?? ????’? ? ??? ???? ???? ??’? ?????? ????? ????? ????? ???? ?????’? ???? ????? ? ???’?? ?? ???? ????? ? ???? ????? ???? ???? ???? ?? ????? ????? ?? ?????? ?????? ??????? ? ????? ??????? ? ???? ?? ??  ???? ????? ????? ????? ?? ???? ?????? ????  ????? ??? ? ???? ?? ??? ???’?? ?? ??? ??? ????? ???? ???? ???? ??? ???? ??? ???????? ???????? ? ????? ?? ???? ?????? ???? ????? ?”???? ” ??? ??? ?? ????? ?????????? ? ?? ???? ???? ????? ??? ???? ??? ???? ?? ?????? ? “ ???? ?? ???? ??? ????? ?? ? ??? ???? ?? ??????? ??? ???? ???  ???? ??? ?? ?? ??? ??? ?????? ????? ???? ????  ???? ?? ????? ????? ??? ???? ????? ???? ????  ???? ????? ?? ??? ?? ??? ??? ?????? ??? ? “ ???????? ??? ??? ??? ???? ?????  ??? ????? ????? ???? ?? ???? ???? ??????  ?? ??? ??????? ???? ???????’? ??? ” ?????? ? ??? ??? ?????’?? ?? ???? ???? ????? ???? 03 ??????? ????? ??????? ? “ ??? ?? ?? ?? ” ??? ?? ?? ??? ????? ??? ?????? ???? ?? ? ?? ??? ???? ????? ???? ?? ?????? ???? ?????? ??? ??? ??? ?? ???? ????? ????? ????? ? ??? ???????’?? ?? ? ??? ???? ?????? ?? ????? ??? ?? ???? ???? ??? ??? ??? ????? ??????? ????’? ??? ?? ??? ??? ?????’? ???? ? ??? ??? ???? ?? ??? ??? ????? ??? ???? ????? ?? ??? ???? ??? ??? ????? ??? ????? ??????? ??? ??? ????? ? ???’?? ????? ??? ????? ???? ???? ?? ? ??? ????? ? ?? ?? ?????? ???? ??????? ????? ????? ??? ????? ??? ? ??? ??? ? ????? ??? ??? ?? ??? ?? ???? ???? ???? ??????? ????? ??????? ? ??? ??? ? ???? ?????? ?? ??? ??? ?? ? ????? ??? ??? ??????? “ ?????? ???’?? ???? ????? ???? ???? ” ??? ?? ??? ?? ??????? ? ??? ???? ???? ??? ?? ?? ?? ?? ??????? ????? ???? ??  ?????? ??? ???? ??? ?? ??? ???? ??? ??? ??? ???? ???  ?? ???? ??? ?? ????’?? ?? ?? ????? ????? ?????? ????? ??? ???? ????? ? ??? ?? ??? ?? ????? ?? ?? ? ?? ?? ??? ????? ???? ????? ????? ???? ??????? ?? ??? ?? ? ?? ??????? ??? ? ??? ???? ?? ?? ????? ???? ??????  ????? ??? ????? ????? ?? ?????  ?? ????  ?? ??? ?????? ????? ???? ?? ?? ?? ????? ??????? ?????? ????? ???? ????? ?? ? ?????? ?????? ???? ???? ?? ???? ??????  ?? ??? ??? ?? 73 ???  ????? ???? ??? ???  ????? ??? ??? ???? ???? ? ????’??’? ?? ???? ????? ????? ??? ??? ????? ? ???? ?? ?????? ??? ? ??? ??????? ????? ?? ????? ? “ ??? ? ??? ???? ????? ????? ” ? ???? ?? ??’? ???? ???? ???? ??? ???? ??? ??? ???? ????  ??? ???? ???????  ???? ?? ??? ????  ????  ????? ???? ???? ??????? ???? ?? ?? ??? ??? ????? ???? ???? ?? ?????? ???? ??’? ?????? ????? ???? ?? ?? ???? ?? ??? ?? ?? ???? ??????? ???? ???? ??? ?? ???? ??? ?? ?? ??? ???? ???? ???? ??? ???? ??? ???? ?? ???? ??????  ?????’??? ?? ??? ???? ?? ???? ????? ?????? ????  ?? ???? ???? ??? ?? ? ?? ???? ?????? ????? ???? ?? ?? ??? ????  ??? ????? ???? ???? ? ?????? ?? ??? ???  ??? ?	unk
IL5_SN_000370_20160321_G0T0009KL	?????? ?? ?????? ?? ??? ????? ????? ??? ????  #Somalia #Eritrea #Ethiopia #VOATigrigna	nondomain
IL5_SN_000370_20151109_G0T000F5A	RT @FredrikMalm 13 Kommenterar tillfälliga gränskontroller för AB   Min bedömning är att vi kommer landa där til	unk
IL5_SN_000370_20170515_H0T00693G	#Barefoot free climb to a hidden rock church in Ethiopia????? ????? ??? ???? ??? ???? ??? ??? ????? ??? ?????	unk
IL5_NW_020060_20151016_G0040EYNA	????? ? ?????? ?? ??? ????? ??????? ????  ??? ????? ?? ??? ????? ??? ??? ?? ??? ?????? ?????? ?? — ?? ???? ?? ???? ???? ????? ??????? ??????? ????? ? ???? ??????? ????? ?????? ??????? ?? ??? ????? ??? ???? ? ?? ??? ?????? ????? ??? ??? ???? ?? ?????? ???? ??? ?? ???? ?? ??? ?????? ????? ? ??? ?? ?????? ????? ?? 1940 ?? ????? ????? ??? ??? ??? ???? ?? ??? ???? ??? ???? ??? ??? ? ?? ???? ????? ???? ???? ????? ???? ????? ?????? ??? ??? ???? ? ????? ???? ?? ??? ?????? ??? ? ?? ??? ??? ???? ????? ?????? ???? ???? ?? ???? ???? ???? ??? 82 ??? ???? ??????? ? ??? ???? ????? ???? ???? ??????? ??? ??  ??? ??? ???? ???? ? ?????? ?? ??? ????? ??????? ????  ??? ????? ?? ??? ????? ??? ??? ?? ??? ??????  1635  1635 ? 0000  1635 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20160818_H0T000YCT	I added a video to a @YouTube playlist  KefetTop  5 ???? ???? ??? ????	unk
IL5_SN_000370_20160416_G0T000FBX	@People4Bernie @BernieSanders @Gbonbon13 @Latinos4Bernie @LatinoVoices @BernieStudents @HS4Bernie @studentmarch @YoungBerners @TYTNetwork	unk
IL5_SN_000370_20160513_G0T000979	???? ??? ??? ??? ???? ???? ????? ??? ?? ??’? ??? ????? ??  ??? ?????? ?? ?? ???? ?? ?? #FtMcMurrayFire #VOATigrigna	nondomain
IL5_SN_000370_20151114_G0T000AKO	??????? ????? ??? ??? ??? ???? ??? ??? 13  2015  #Eritrea #Ethiopia #VOA	indomain
IL5_SN_000370_20170213_H0T00370U	??? 21 ??? ??? ????? ??? ???? ???? ????	indomain
IL5_SN_000370_20160105_G0T000A4O	????? ???? ??? ???? ??? ????? ????’? ??? ????? ????? ??? ???  ‘ ??? ???? ???? ???’?? ???? ??? ’ ??? ?? ?? ??? ??	nondomain
IL5_SN_000370_20170519_H0T0068W2	RT @ypfdjdenver #Eritrea #IstandwithEritrea #IstandwithYPFDJ	unk
IL5_SN_000370_20160314_G0T0009LW	?? ?????? ???? ???? ????? ??? ???? ???? ??? ??? ????  ?? ????? ????? ???? ???? ???? ??? ???? ?? ?? ?? ????? ??	nondomain
IL5_SN_000370_20160611_G0T000CA4	Bundesministerium für wirtschaftliche Zusammenarbeit und  BMI  Bundesministerium für Inneres	unk
IL5_SN_000370_20170214_H0T00686G	???  ?????? ??? ??? #Eritrea #Ethiopia #VOATigrigna #Egypt #Underwatermeseum	unk
IL5_SN_000370_20160310_G0T000FFV	@CNN @HillaryClinton @BernieSanders lol	unk
IL5_SN_000370_20160905_H0T000YH5	???? ???? ?? ???? ???	unk
IL5_SN_000370_20170214_H0T00372A	?????? ????? ?????? ??????? ????? ??? 12 ??? ??????? ?? ????? ??? 44 ????? ??? ???? ???? ???? ?????? ? ???? ???	unk
IL5_SN_000370_20160718_H0T005856	?????? ??????? 13991468 ???????????????????????????????????????????????????????????????????????????????	unk
IL5_WL_020506_20160415_H0040MWIU	??? ???? ??? ???? ???? ??? 26 ??? ??? ?? ???? ??? ??? ??? ????? ?? ????? ??? ???? ??? ???? ?? ???? ???? ? ????? ?? ???? ? ??? ???? ???? ????? ????? ?????? ???????? ???? ?????? ???? ???? ?? ????? ???? ?? ???? ? ????? ?? ??? ???? ??? ???? ???? ?? ???? ??? ????? ???? ????? ?? ????? ? ??????  ???? ??? ??? ?????? ? ?? ??? ??? ?????? ????? ??? ?? ? ???? ???? ??? ? ?? ??? ??? ???? ????? ???????? ???? ????? ??  ??? ??? ????? ????? ?? ???? ???? ?? ???? ????? ???? ? ???? ??? ???? ?? ????? ???? ??? ?? ?????? ? ??????? ??? ?? ??? ???? ??????? ? ?? ??? ???? ???? ??? ????? ????? ???? ????? ????? ?????? ??? ???? ???? ??? ?????? ?? ???? ????? ?? ???? ??? ??? ????? ???? ????? ?? ???? ??? ???? ?	eval_incident
IL5_SN_000370_20160930_H0T00364C	????? ???? ?????? ??? ???? ?? ??? ??? ?????? ????? ???? ??? ????? ?? ???? ???? ???? ?	eval_incident
IL5_SN_000370_20170301_H0T0036MX	?????? ?? ????? ?? 32 ??? ????? ?? ???? ???? ?? ?????? ??? ?? ???? AV ??? ??? ????? ??? ??? 10 ???? ??????? ???	indomain
IL5_SN_000370_20160402_G0T000FEM	@People4Bernie @BernieSanders @nadeemabolail1 @MichelleBernard @iVote4USA @AAPIforBernie @AmKonDotNet @ArabsForBernie @Attorney4Bernie	unk
IL5_SN_000370_20160407_G0T0009GJ	VOA60 Africa  Kenyan President Uhuru Kenyatta meets with German Chancellor Angela Merkel in Berlin	unk
IL5_SN_000370_20161014_H0T0067M3	?? ???? ????? ??? ??? ???? ??? ??? ? ????? ???? ??? ???  ?? ????? ?????  ??? ?? ????  ?? ???? ? ??? ??? ??????? ?	unk
IL5_SN_000370_20151202_G0T000AER	???? ??? ??? ??? ????  #Eritrea #Ethiopia #VOA	nondomain
IL5_WL_020083_20160723_G0040IRZE	???? ???? ??????? ??????  ????? ????? ???? ??  ???? ???? ???? ??????? ??????  ?????  3  ???? ????? ???  ????? ?????? ????? ?? ??? ??? ???? ??? ????? ?? ??  ?????? ??????? ?? ???? ???? ?????? ?????  ??? ??? ?? ?? ??? ???? ????? ??????? ????? ???? ?????  ??? ???? ?????? ???? ??? ?? ???? ?????? ??? ???? ???? ?? ???	unk
IL5_SN_000370_20160922_H0T000YLN	#Tigray origin of OPDOs new head Workneh revealed #Oromo #Ethiopia ????? ?? ????? ???? ??? ?? ? ???? ???  ??? ???	unk
IL5_SN_000370_20170213_H0T00370D	?????? ??? ???? ????? ??? ??? ??? ?????? ??? ????	unk
IL5_SN_000370_20160922_H0T0067HO	??? ???????? ???? ?? ?????? ????? ????? 200 ???? ??? ?????? ?????? ????  ??? ??????? ???? 30 ?? ?????? ????	unk
IL5_SN_000370_20160217_G0T0009S2	???? ?? ????? ??? ??? ?? ???  2? ???  ???? ?? ???? ?????? ??? ????? ??? ????? ??????? ???? ?? ???? ?????? ?	nondomain
IL5_WL_020506_20150718_H0040MEKN	???? ??? ??? ?? ????? ?????? ??? ???? ???? ?????? ???? ?? ????? ???? ? ?? ?? ???? ???? ???? ??? ??? ?????? ???? ?? ????? ??? ??? ??? ???? ???? ????? ? ??? ???? ??? ??? ?? ??? ????? ?? ??? ?? ????? ????? ???? ????? ?? ???? ???? ? ???? ?? ????? ?????? ??? ???? ????? ???? ??? ??? ???? ????? ? ???? ?????? ??? ????? ???? ??? ??? ????? 180 ?? ?? ??? ??? ????? ????? ???? ??? ????? ??? ? ???? ??? ????? ???? ???? ?? 2004 ?? ???? ???? ????? ?? 80 ?? ?? ??? ???? ? ??? ??????? ??? ???? ???? ???? ??? 23 ?? ?? ???? ????? ? ???? ??? ??? ??? ??? ??? ??? ??? ???? ??? ???? ??? ????? ??? ??? ????? ????? ?????? ?? ??? ???? ? ?????? ???? ??? ??? ????? ???? ???? ????? ???? ?? ???? ? ???? ?? ??? ??? ??? ?? ??? ?? ???? ??? ?? ???? ?? 180 ?? ?? ???? ???? ?? ??? ?? ????? ??? ???? ?? ??? ????? ???? ?	unk
IL5_WL_020083_20160513_G0040IS6C	????? ???? ????? ???? ???? ?? ?? ?? ??? ?? ???? ??????? ?? ???? ?? ???? ????? ?? ?????? ??? ??????  ??????  ??? ?? ??? ??? ? ?? ??? ??? ?? ????? ?????? ?? ???????????? ?? ????? ?????? ??? ?? ???? ??? ???? ????? ??? ??? ????? ?	unk
IL5_SN_000370_20170120_H0T006817	Morning at Trumps inauguration#Eritrea#Ethiopia#VOAtigrigna#Voainaug	unk
IL5_SN_000370_20160128_G0T0009XP	???? ???? ????? ??? ?? ????  ?? ???? ??? ??? ???? ???? ??? ? ??? ???? ????? ???? ?????? ??? ???? ?	nondomain
IL5_NW_020060_20150511_G0040KR0M	??? ??? ???? ??? ???? ?????  ?? ???? ?????? ??? ??? ?? ???? ??? ??? ????? ???? ????? ???? ??? ?????????? ?? ??? ???? ?????? ???????? ???? ????? ?? ?? ???? ?? ?????? ??? ? ??? ?????? ?? ??? ??? ???? ??? ????? ?? ??? ?????? ?10 ?? 2 ?????? ????9 ????? ?? ???? ????? ????? ???????15 ?? ??? ??? ????? ????? ??? ????’? ? ‘ ??’? ????? ??? ?? ????? ?? ???? ???? ?????? ?? ?? ??????? ? ????? ????? ?? ???? ?? ?????? ’ ??? ??? ?	unk
IL5_NW_020060_20150526_G0040KQZX	??? ???? ???? ???? ???? ????? ????????? ???? ??? ????? ??? ????? ????? ??? ???? ??? ??? ???? ???? ???? ??? ???? ????? ??? ????????? ???? ??? ????????? ??? ??? ?????? ???? ??? ?????? ????? ???????? ??????? ???? ??? ???? ???? ??? ? ????????? ???? ? ??? ???? ??? ??? ???? ??? ???? ???? ???? ??? ????? ??????? ???? ?????? ???? ??? ???? ??? ??? ????? ???? ???? ???? ???? ? ‘’ ??? ????? ’’ ??? ??? ????? ??? ?? ?? ???? ??? ?? ??? ???? ??? ???????????? ???? 59 ???? ????? ????? ???? ?? ??? ??? ?? ??? ?? ??? ?? 356 ?? ??? ????? ???? ??????? ??? ’ ? ? ??? ?? ??? ?? ???? ?????? ???? ????? ???? ‘’ ??? ????? ???? ???? ?? ??????? ??? ?????? ? ????? ????? ??? ???? ’ ????? ????? ????? ???? ??? ??? ??? ??’’??? ? ???? ?? ???? ??? ????? ???? ?????? ????? ?? ’ ???? ??? ??? ??? ??? ???? ?? ???? ??????? ?????????? ???? ??? ??? ???? ?? ???? ??? ???? ??? ???? ???? ??? ??? ?? ??? ?? ??? ??? ???? ????? ???? ??? ???????? ?? ????? ??? ?? ?? ??? ???? ?? ??? ?????? ?? ??? ??? 12 ??????? ???? ? ???? ?? ???? ???? ????? ????? ????? ????? ????? ’ ? ????? ?? ??? ????? ????? ???? ?? ??? ???? ?? ????? ??? ???? ?????? ????? ?? ????? ???? ?? ????? ???? ??? ?? ??? ? ??? ??? ????? ???? ???? ??? ????? ???? ???? ??????? ?? ????? ???? ?? 22 ?? 2015 ?  ? ??? ??????? ??? ’ ?????? ??? ???? ???? ???? ?? ????? ???? ??? ??? ????? ??? ???? ?? ??? ?? ??? ??? ???? ?????? ???? ’ ? ? ????? ???? ???? ???? ????  00524  00524 ? 00000  00524 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20151204_G0T000ADB	??? ???? ??? ???? ???? ????? ??????  ???? ????? ????  ?? ?????? ????? ??? ???? ?? ?? ?????? ???? ??? ??? ???	indomain
IL5_SN_000370_20160408_G0T0009G1	???? ? ?? ??? ?????? ????? ????? ???? ??? ??? ????  ?? ???? ?????? ??? ???? ????? ???? ??? ???? ????? ?????	indomain
IL5_SN_000370_20160924_H0T000YMA	#Ethiopia #Ethiopiaprotests ?????? ??? ???? ??????? ??? ?????? ?????? ??? ????? ? ???? ???? ???? ??????? ???	unk
IL5_SN_000370_20160617_G0T0008Y0	???? ??? ??? ????? ?? ??? ?????? ?????? ????? ???? ??? ???? #Eritrea #Ethioopia #VOATigrigna	indomain
IL5_SN_000370_20160908_H0T000YIH	RT @globalezra In Remembrance of my Dad 5th Anniversary great teacher  father Musa Aron ??? ?? ?? ??? ??? ???? ?? ??? ??? ?? ???? https	nondomain
IL5_SN_000370_20151225_G0T000A6Z	?? ???  ??? ???  ?????? ????? ???? ??? ?????  #Eritrea #Ethiopia #VOA	nondomain
IL5_SN_000370_20170119_H0T0036FO	?????? ???? B2??? ??????? ???? ??? ??? ??? ???? 45 ????? ?? ????? “ ????? ????? ?? ” ???? ??? ??? ?? ???? ????	unk
IL5_SN_000370_20150802_G0T000B7N	????? ????? ???? ????? ???? ??? ??? ??? ???? ???? ???? ???? ??? ?? ??? ?????? ??? ??? ????? ?? ?? ???? ????? ??	nondomain
IL5_WL_020506_20160225_H0040ME46	??? ??? ?? ????? ??? ????? ????? ???? ??? ???? ?? ??? ???? ???? ????? ? ??? ??? ??? ????? ????? ????? ???? ??? ???? ?? ??? ???? ??????? ?????? ??? ????  ????  ????? ???? ? ???? ??? ??? ?? ????? ?? ???? ?????? ????? ????? ? 1???? ??????? ?? ??? ???? ??? ??? ??? ??? ??? ? 2??? ???? ?? ?? ??? ???? ??? ???? ???? ??? ?? ? 3??? ??????? ?? ?? ???? ??? ??? ?? ??? ???? ? 4?????? ???? ? ??? ???? ? ???? ???? ???? ????? ??????? ?? ?? ??? ???? ??? ???? ???? ??? ??? ? 5????? ??????? ?? ?? ???? ??? ??? ??? ?? ??? ? 6??? ???? ?? ?? ???? ??? ??? ?? ??? ???? ? 7??? ???? ?? ?? ???? ??? ?? ??? ??? ??? ??? ? 8??? ???? ?? ?? ??? ???? ??? ???? ???? ??? ???? ? 9  ???? ??? ?? ?? ???? ??? ?? ??? ??? ?? ??? ?????? ?? ??? ?? ??? ???? ???? ????? ???? ???? ? ??? ???? ?? ???? ?????? ???? ????? ????? ????? ? ??? ?? ??? ???? ???? ???? ?? ???? ??? ??? ????? ???? ?? ??? ???? ?? ?? ?? ? ??? ?? ??? ???? ???? ?????? ??? ????? ????? ????? ??? ???? ?? ?? ???? ???? ??? ???? ????? ?? ???? ?????? ??? ??? ???? ?	unk
IL5_WL_020083_20160624_G0040IS2J	????? ????? ??????? ???? ???? ????  ????? ????? ??????? ???? ???? ???? ?? ??? ???? ?? ???? ????? ???? ????? ???? ???? ???? ????? ????? ?????? ?? ??? ????? ??? ????? ?? ???? ??’? ?? ????? ???? ???? ?	unk
IL5_SN_000370_20170123_H0T0036IZ	@fissehahg It only works in your condition lol  ??? ???? ???? ?????? ???? ????? ??? ?????	unk
IL5_SN_000370_20160512_G0T00097R	???? ??? ????? ???? ??? ??? ???? ?????? ??????? ???? ???? ???? ???? ??? ???? ????? ???? ? #DonaldTrump #VOATigrigna	nondomain
IL5_SN_000370_20160728_H0T000Y7Y	??? ??? ???? ????? ???? ???????? ?? ??? ?? ?? ? ???? ?????? ??? ??????? ?????? ???? ? ????? ???? ??? ????? ???? ???????? ????? 1  27	unk
IL5_NW_020060_20151224_G0040KQVZ	???? ?? ??? 18 ???? ????? ???? ???? ?? ?????? — ???  ????????? ???? ????  ?? ?? ????? ????? ? ??? ??? ????? ?????? ???? ? ????? ???? ???? ?????? ??? ? ?? ??? ??? ????? ???? ??? ??? ???? ? ‘ ??? ?? ???? ???? ??? ????? ??? ???? ????’? ? ?? ????? ????? ??? ? ????? ?????? ? ??? ??? ???? ???’? ’ ?? ? ???? ???? ??? ???? ??? ? ?? ?????????? ?????’?? ???? ????’? ? ???? ???? ??  ??  ?? ????? ? ???? 18 ???? ????? ?? ????? ???? ? ???? ???? ?????? ???? ? ?? ???? ? ??? ???? ???? ????? ?????? ???? ???? ??? ? ??’? ???? ???? ????’??’?? ?? ????? ? ? ?? ???? ???? ????? ??? ???? ??????’? ???? ? ????? ????? ?10 ???? ??? ????? 11 ???? ??? ?????? ????’??????? ??? ??? ???? ????? ?? ?? ??? ???? ??? ??? ??????’? ? ?? ??? ???? ???? ? ???? 3 ??? ?? ??? ???? ??? ??????’?? ?	eval_incident
IL5_SN_000370_20160916_H0T000YKK	?????? ????? ???? ???? ?????????? ???? ???? ????? ?????	unk
IL5_SN_000370_20160702_H0T00582O	@MaitreArtiste ???? ??????? ????? ??? ??? ??? ??? ?? ?????? ???????? ? ????? ???? ????? ? ???? ????? ???? ????? ?? ???? ??? ??? ???	unk
IL5_SN_000370_20160704_H0T00582W	???? ?????? ????? ????? ????? ??	unk
IL5_SN_000370_20160609_G0T000CAV	UN estimates 300000400000 enslaved in Eritrea  by EthioSun	unk
IL5_NW_020060_20160818_G0040KICY	???  ?? ??? ????? ??? ????? ???? ??? ???? ?? ????? ??? ?? ?? ???? ??? ?? ??? ????? ??? ????? ????? ??? ??? ????? ?????? ???? ??? ????? ???? ??? 120 ?? ???? ? ???? ??? ?? ??? ?? ????? ??? ?? ???? ??? ????? ??? 20 ???? ??? ??? ?????? ???????? ??? ???? ?? ???? ??? ???? ?? ??? ????? ??? ??? ???? ???? ??? ???? ?????? ???? 100 ??? ???? ? ??? ?????? ????? ???? ??? ?????????? ?? ?? ????? ??? ?? ??? ???? ????? ????? ????? ???? ??? ????? ?	unk
IL5_SN_000370_20160627_H0T00581S	Equal rights in Ethiopia  ???? ??? ???? ????? ??? ?? ??	unk
